Date    Height
2015.95342465753	-8.77900000000000
2016.03825136612	-8.67838709677419
2016.12295081967	-8.40758620689655
2016.20218579235	-8.54967741935484
2016.28688524590	-8.70200000000000
2016.36885245902	-8.83677419354839
2016.45355191257	-8.88733333333333
2016.53551912568	-8.92096774193548
2016.62021857924	-8.95903225806452
2016.70491803279	-8.98566666666667
2016.78688524590	-8.92548387096774
2016.87158469945	-8.75833333333334
2016.95355191257	-8.66531250000000
2017.03835616438	-8.70612903225807
2017.12328767123	-8.60357142857143
2017.20000000000	-8.59290322580645
2017.28493150685	-8.59566666666667
2017.36712328767	-8.67368421052631
2017.70410958904	-8.93235294117647
2017.78630136986	-9.00225806451613
2017.87123287671	-8.77433333333334
2017.95342465753	-8.57687500000000
2018.03835616438	-8.56774193548387
2018.12328767123	-8.31892857142857
2018.20000000000	-7.74193548387097
2018.28493150685	-7.58866666666667
2018.36712328767	-7.79709677419355
2018.45205479452	-8.04033333333334
2018.53424657534	-8.20806451612903
2018.61917808219	-8.35032258064516
2018.70410958904	-8.47233333333334
2018.78630136986	-8.58612903225806
2018.87123287671	-8.49800000000000
2018.95342465753	-8.36161290322581
2019.03835616438	-8.48032258064516
2019.12328767123	-8.59785714285714
2019.20000000000	-8.55096774193548
2019.28493150685	-8.45333333333333
2019.36712328767	-8.54677419354839
2019.45205479452	-8.64066666666667
2019.53424657534	-8.70451612903226
2019.61917808219	-8.77516129032258
2019.70410958904	-8.84866666666667
2019.78630136986	-8.83645161290323
2019.87123287671	-8.84033333333334
2019.95342465753	-8.72193548387097
2020.03825136612	-8.72258064516129
2020.12295081967	-8.65000000000000
2020.20218579235	-8.53935483870968
2020.28688524590	-8.13666666666667
2020.36885245902	-8.18451612903226
2020.45355191257	-8.37233333333333
2020.53551912568	-8.51290322580645
2020.62021857924	-8.63032258064516
2020.70491803279	-8.73166666666667
2020.78688524590	-8.80156250000000
2020.87158469945	-8.64966666666667
2020.95355191257	-8.61806451612903
2021.03835616438	-8.65612903225806
2021.12328767123	-8.61500000000000
2021.20000000000	-8.45387096774194
2021.28493150685	-8.57633333333333
2021.36712328767	-8.57476190476191
2023.53424657534	-8.22000000000000
2023.61917808219	-8.24096774193548
2023.70410958904	-8.26866666666667
2023.78630136986	-8.35193548387097
2023.87123287671	-8.39826086956522
